Equipment_ID,Equipment_Name,Category,Status,Current_Site,Site_Lat,Site_Long,Initial_Cost (₹),Maintenance_Cost/day (₹),Rent_Cost/day (₹),Start_Date,End_Date,Days_Active,Maintenance_Status
EQ1930,Bulldozer,Transportation,Inventory,-,-,-,3500000,263,8000,8/24/2025,9/2/2025,9,Available
EQ1931,Safety Net,Safety,On Rent,Katras Tunnel,23.81,86.44,20000,541,250,9/24/2025,-,9,Available
EQ1932,Bulldozer,Transportation,Inventory,-,-,-,3500000,1395,8000,11/14/2025,11/19/2025,5,Available
EQ1933,Safety Net,Safety,On Rent,-,-,-,20000,546,250,4/12/2025,-,16,Available
EQ1934,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,2023,8000,5/1/2025,-,27,Available
EQ1935,Road Roller,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3000000,1666,7000,1/31/2025,-,23,Available
EQ1936,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,1129,6500,2/13/2025,-,23,Available
EQ1937,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,2133,1500,4/2/2025,4/10/2025,8,Available
EQ1938,Welding Generator,Technical Equipment,On Rent,-,-,-,400000,1667,1200,1/17/2025,-,13,Available
EQ1939,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,153,6500,4/22/2025,-,5,Available
EQ1940,Safety Jacket,Safety,Inventory,-,-,-,6000,1030,120,10/15/2025,10/26/2025,11,Available
EQ1941,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,163,1200,2/20/2025,-,30,Available
EQ1942,Gloves Pack,Safety,Inventory,-,-,-,5000,1442,100,9/5/2025,9/14/2025,9,Available
EQ1943,Gloves Pack,Safety,Inventory,-,-,-,5000,962,100,6/30/2025,7/15/2025,15,Available
EQ1944,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1592,8000,7/17/2025,-,13,Under Repair
EQ1945,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,2012,1200,9/29/2025,-,6,Available
EQ1946,Harness Set,Safety,Inventory,-,-,-,15000,421,300,11/21/2025,12/6/2025,15,Available
EQ1947,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1042,150,2/19/2025,2/27/2025,8,Available
EQ1948,Hydraulic Breaker,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,1200000,543,5000,7/10/2025,-,15,Available
EQ1949,Safety Jacket,Safety,Inventory,-,-,-,6000,1303,120,4/30/2025,5/2/2025,2,Available
EQ1950,Crane,Transportation,In Maintenance,-,-,-,2000000,938,6500,1/25/2025,-,6,Under Repair
EQ1951,Road Roller,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3000000,1828,7000,6/30/2025,-,19,Available
EQ1952,Dump Truck,Transportation,Inventory,-,-,-,4500000,1252,9500,1/30/2025,2/3/2025,4,Available
EQ1953,Hydraulic Breaker,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,1200000,1544,5000,10/1/2025,-,23,Available
EQ1954,Safety Jacket,Safety,On Rent,Saraidhela Bridge,23.795,86.425,6000,1365,120,4/3/2025,-,12,Available
EQ1955,Compressor,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,600000,1154,1800,2/7/2025,-,16,Available
EQ1956,Safety Helmet Set,Safety,Inventory,-,-,-,8000,668,150,8/3/2025,8/12/2025,9,Available
EQ1957,Safety Net,Safety,On Rent,Kusunda Overpass,23.74,86.42,20000,736,250,3/26/2025,-,19,Available
EQ1958,Safety Net,Safety,On Rent,Saraidhela Bridge,23.795,86.425,20000,123,250,9/16/2025,-,20,Available
EQ1959,Safety Net,Safety,Inventory,-,-,-,20000,893,250,1/10/2025,1/12/2025,2,Available
EQ1960,Safety Helmet Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,8000,1793,150,8/6/2025,-,30,Available
EQ1961,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1235,8000,10/24/2025,-,6,Under Repair
EQ1962,Loader,Transportation,On Rent,-,-,-,1500000,251,5000,4/4/2025,-,28,Available
EQ1963,Dump Truck,Transportation,Inventory,-,-,-,4500000,232,9500,3/23/2025,4/6/2025,14,Available
EQ1964,Excavator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,2500000,1124,8000,9/10/2025,-,13,Available
EQ1965,Loader,Transportation,On Rent,Govindpur Road Project,23.78,86.5,1500000,1689,5000,3/20/2025,-,16,Available
EQ1966,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,1031,8000,6/2/2025,-,5,Available
EQ1967,Gloves Pack,Safety,On Rent,Barwadda Expansion,23.835,86.455,5000,1624,100,10/30/2025,-,16,Available
EQ1968,Loader,Transportation,Inventory,-,-,-,1500000,1082,5000,4/9/2025,4/19/2025,10,Available
EQ1969,Safety Net,Safety,On Rent,-,-,-,20000,541,250,4/10/2025,-,23,Available
EQ1970,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,569,1500,7/4/2025,-,4,Under Repair
EQ1971,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,1992,5000,3/17/2025,3/27/2025,10,Available
EQ1972,Loader,Transportation,On Rent,Kusunda Overpass,23.74,86.42,1500000,939,5000,11/25/2025,-,11,Available
EQ1973,Safety Net,Safety,In Maintenance,-,-,-,20000,1103,250,3/25/2025,-,12,Under Repair
EQ1974,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,1187,6500,10/28/2025,-,8,Available
EQ1975,Gloves Pack,Safety,Inventory,-,-,-,5000,151,100,5/19/2025,5/23/2025,4,Available
EQ1976,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,789,5000,4/22/2025,-,10,Under Repair
EQ1977,Safety Jacket,Safety,In Maintenance,-,-,-,6000,1822,120,4/27/2025,-,3,Under Repair
EQ1978,Loader,Transportation,On Rent,Kusunda Overpass,23.74,86.42,1500000,740,5000,6/2/2025,-,24,Available
EQ1979,Safety Jacket,Safety,Inventory,-,-,-,6000,1726,120,3/17/2025,3/23/2025,6,Available
EQ1980,Loader,Transportation,On Rent,-,-,-,1500000,1216,5000,4/8/2025,-,29,Available
EQ1981,Crane,Transportation,On Rent,Kusunda Overpass,23.74,86.42,2000000,1143,6500,8/26/2025,-,29,Available
EQ1982,Crane,Transportation,On Rent,Govindpur Road Project,23.78,86.5,2000000,422,6500,10/18/2025,-,8,Available
EQ1983,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,613,150,8/28/2025,-,4,Under Repair
EQ1984,Safety Helmet Set,Safety,On Rent,-,-,-,8000,1084,150,10/22/2025,-,21,Available
EQ1985,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,1667,5000,8/29/2025,9/1/2025,3,Available
EQ1986,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1054,8000,6/16/2025,-,13,Under Repair
EQ1987,Safety Net,Safety,Inventory,-,-,-,20000,1304,250,11/26/2025,12/10/2025,14,Available
EQ1988,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,449,8000,8/13/2025,-,11,Available
EQ1989,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,992,1200,1/4/2025,1/18/2025,14,Available
EQ1990,Loader,Transportation,Inventory,-,-,-,1500000,1777,5000,5/16/2025,5/19/2025,3,Available
EQ1991,Safety Helmet Set,Safety,On Rent,Katras Tunnel,23.81,86.44,8000,445,150,6/21/2025,-,7,Available
EQ1992,Harness Set,Safety,On Rent,-,-,-,15000,258,300,11/3/2025,-,6,Available
EQ1993,Safety Net,Safety,On Rent,-,-,-,20000,1987,250,3/24/2025,-,11,Available
EQ1994,Harness Set,Safety,On Rent,-,-,-,15000,526,300,7/26/2025,-,8,Available
EQ1995,Road Roller,Transportation,In Maintenance,-,-,-,3000000,1040,7000,9/9/2025,-,15,Under Repair
EQ1996,Dump Truck,Transportation,On Rent,Katras Tunnel,23.81,86.44,4500000,1294,9500,5/9/2025,-,16,Available
EQ1997,Bulldozer,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3500000,1273,8000,3/29/2025,-,16,Available
EQ1998,Crane,Transportation,On Rent,-,-,-,2000000,549,6500,11/1/2025,-,6,Available
EQ1999,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,1610,150,1/14/2025,-,12,Under Repair
EQ2000,Hydraulic Breaker,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,1200000,943,5000,5/2/2025,-,20,Available
EQ2001,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,968,1500,3/13/2025,-,13,Under Repair
EQ2002,Dump Truck,Transportation,On Rent,Katras Tunnel,23.81,86.44,4500000,176,9500,3/29/2025,-,11,Available
EQ2003,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,106,1500,4/15/2025,-,6,Under Repair
EQ2004,Safety Jacket,Safety,On Rent,Katras Tunnel,23.81,86.44,6000,2043,120,1/18/2025,-,24,Available
EQ2005,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,856,1200,10/7/2025,10/22/2025,15,Available
EQ2006,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,562,8000,2/11/2025,-,11,Under Repair
EQ2007,Concrete Mixer,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,150000,1701,1500,2/10/2025,-,25,Available
EQ2008,Loader,Transportation,On Rent,Barwadda Expansion,23.835,86.455,1500000,761,5000,7/28/2025,-,10,Available
EQ2009,Gloves Pack,Safety,On Rent,-,-,-,5000,574,100,2/18/2025,-,23,Available
EQ2010,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,935,1800,6/30/2025,-,27,Available
EQ2011,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,317,1800,5/16/2025,-,18,Available
EQ2012,Excavator,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,2500000,1028,8000,6/20/2025,-,20,Available
EQ2013,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,1379,1800,9/6/2025,-,7,Available
EQ2014,Road Roller,Transportation,Inventory,-,-,-,3000000,1348,7000,5/27/2025,6/11/2025,15,Available
EQ2015,Gloves Pack,Safety,On Rent,Saraidhela Bridge,23.795,86.425,5000,1995,100,11/20/2025,-,16,Available
EQ2016,Excavator,Technical Equipment,Inventory,-,-,-,2500000,203,8000,4/27/2025,5/5/2025,8,Available
EQ2017,Compressor,Technical Equipment,Inventory,-,-,-,600000,1523,1800,2/20/2025,2/27/2025,7,Available
EQ2018,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,1464,1200,3/2/2025,-,25,Available
EQ2019,Harness Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,15000,979,300,1/29/2025,-,15,Available
EQ2020,Safety Helmet Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,8000,1277,150,7/4/2025,-,13,Available
EQ2021,Safety Jacket,Safety,On Rent,-,-,-,6000,1632,120,8/27/2025,-,15,Available
EQ2022,Road Roller,Transportation,Inventory,-,-,-,3000000,507,7000,3/5/2025,3/9/2025,4,Available
EQ2023,Loader,Transportation,Inventory,-,-,-,1500000,329,5000,2/7/2025,2/11/2025,4,Available
EQ2024,Harness Set,Safety,Inventory,-,-,-,15000,1391,300,6/26/2025,7/8/2025,12,Available
EQ2025,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,2030,5000,10/17/2025,10/31/2025,14,Available
EQ2026,Bulldozer,Transportation,On Rent,-,-,-,3500000,1905,8000,2/5/2025,-,28,Available
EQ2027,Compressor,Technical Equipment,Inventory,-,-,-,600000,1317,1800,5/18/2025,5/26/2025,8,Available
EQ2028,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,218,9500,3/21/2025,-,8,Under Repair
EQ2029,Hydraulic Breaker,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,1200000,385,5000,6/14/2025,-,10,Available
EQ2030,Road Roller,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3000000,1075,7000,4/9/2025,-,24,Available
EQ2031,Safety Net,Safety,Inventory,-,-,-,20000,1616,250,5/13/2025,5/23/2025,10,Available
EQ2032,Dump Truck,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,4500000,1114,9500,7/8/2025,-,28,Available
EQ2033,Loader,Transportation,On Rent,Kusunda Overpass,23.74,86.42,1500000,434,5000,6/1/2025,-,22,Available
EQ2034,Crane,Transportation,On Rent,Katras Tunnel,23.81,86.44,2000000,1676,6500,6/10/2025,-,14,Available
EQ2035,Bulldozer,Transportation,On Rent,-,-,-,3500000,281,8000,1/7/2025,-,21,Available
EQ2036,Safety Helmet Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,8000,1059,150,2/25/2025,-,8,Available
EQ2037,Gloves Pack,Safety,On Rent,Govindpur Road Project,23.78,86.5,5000,1090,100,10/14/2025,-,29,Available
EQ2038,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,559,1200,8/27/2025,-,4,Under Repair
EQ2039,Crane,Transportation,Inventory,-,-,-,2000000,732,6500,5/2/2025,5/10/2025,8,Available
EQ2040,Welding Generator,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,400000,1800,1200,6/23/2025,-,18,Available
EQ2041,Safety Helmet Set,Safety,On Rent,-,-,-,8000,240,150,4/10/2025,-,11,Available
EQ2042,Welding Generator,Technical Equipment,On Rent,-,-,-,400000,1233,1200,3/29/2025,-,26,Available
EQ2043,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,544,1500,3/29/2025,4/6/2025,8,Available
EQ2044,Loader,Transportation,Inventory,-,-,-,1500000,1217,5000,1/13/2025,1/21/2025,8,Available
EQ2045,Safety Net,Safety,On Rent,Saraidhela Bridge,23.795,86.425,20000,1719,250,4/30/2025,-,25,Available
EQ2046,Loader,Transportation,On Rent,Govindpur Road Project,23.78,86.5,1500000,259,5000,8/7/2025,-,26,Available
EQ2047,Safety Helmet Set,Safety,Inventory,-,-,-,8000,620,150,11/10/2025,11/21/2025,11,Available
EQ2048,Compressor,Technical Equipment,Inventory,-,-,-,600000,1384,1800,3/22/2025,4/5/2025,14,Available
EQ2049,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,424,8000,6/9/2025,-,12,Available
EQ2050,Compressor,Technical Equipment,Inventory,-,-,-,600000,237,1800,6/26/2025,6/29/2025,3,Available
EQ2051,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,1989,1200,9/27/2025,-,24,Available
EQ2052,Loader,Transportation,Inventory,-,-,-,1500000,2007,5000,7/15/2025,7/16/2025,1,Available
EQ2053,Crane,Transportation,On Rent,Kusunda Overpass,23.74,86.42,2000000,1162,6500,1/3/2025,-,14,Available
EQ2054,Loader,Transportation,In Maintenance,-,-,-,1500000,1060,5000,9/16/2025,-,7,Under Repair
EQ2055,Loader,Transportation,On Rent,Govindpur Road Project,23.78,86.5,1500000,1809,5000,4/7/2025,-,9,Available
EQ2056,Loader,Transportation,Inventory,-,-,-,1500000,1636,5000,5/25/2025,6/5/2025,11,Available
EQ2057,Welding Generator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,400000,2114,1200,4/22/2025,-,5,Available
EQ2058,Harness Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,15000,1022,300,6/17/2025,-,22,Available
EQ2059,Welding Generator,Technical Equipment,On Rent,-,-,-,400000,937,1200,3/20/2025,-,9,Available
EQ2060,Safety Helmet Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,8000,372,150,7/24/2025,-,22,Available
EQ2061,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1238,8000,9/29/2025,-,9,Under Repair
EQ2062,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,1104,1200,5/5/2025,-,12,Available
EQ2063,Safety Jacket,Safety,In Maintenance,-,-,-,6000,629,120,6/6/2025,-,8,Under Repair
EQ2064,Dump Truck,Transportation,On Rent,Kusunda Overpass,23.74,86.42,4500000,861,9500,2/23/2025,-,24,Available
EQ2065,Crane,Transportation,On Rent,-,-,-,2000000,1266,6500,10/12/2025,-,22,Available
EQ2066,Dump Truck,Transportation,On Rent,Katras Tunnel,23.81,86.44,4500000,115,9500,7/31/2025,-,15,Available
EQ2067,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,1321,1800,4/2/2025,-,10,Under Repair
EQ2068,Safety Net,Safety,On Rent,Govindpur Road Project,23.78,86.5,20000,159,250,11/5/2025,-,11,Available
EQ2069,Loader,Transportation,Inventory,-,-,-,1500000,1154,5000,11/16/2025,11/26/2025,10,Available
EQ2070,Safety Net,Safety,On Rent,Saraidhela Bridge,23.795,86.425,20000,141,250,8/12/2025,-,17,Available
EQ2071,Safety Net,Safety,Inventory,-,-,-,20000,1295,250,6/24/2025,6/27/2025,3,Available
EQ2072,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1297,150,10/29/2025,11/3/2025,5,Available
EQ2073,Welding Generator,Technical Equipment,On Rent,-,-,-,400000,772,1200,4/12/2025,-,14,Available
EQ2074,Safety Net,Safety,On Rent,Katras Tunnel,23.81,86.44,20000,522,250,1/19/2025,-,15,Available
EQ2075,Bulldozer,Transportation,Inventory,-,-,-,3500000,196,8000,1/28/2025,2/12/2025,15,Available
EQ2076,Hydraulic Breaker,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,1200000,944,5000,3/20/2025,-,7,Available
EQ2077,Dump Truck,Transportation,On Rent,Barwadda Expansion,23.835,86.455,4500000,1669,9500,6/19/2025,-,20,Available
EQ2078,Road Roller,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3000000,1958,7000,7/19/2025,-,27,Available
EQ2079,Safety Jacket,Safety,Inventory,-,-,-,6000,1701,120,7/8/2025,7/13/2025,5,Available
EQ2080,Bulldozer,Transportation,Inventory,-,-,-,3500000,841,8000,1/6/2025,1/11/2025,5,Available
EQ2081,Harness Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,15000,301,300,5/4/2025,-,9,Available
EQ2082,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,654,5000,4/14/2025,4/24/2025,10,Available
EQ2083,Loader,Transportation,On Rent,Barwadda Expansion,23.835,86.455,1500000,1486,5000,11/10/2025,-,8,Available
EQ2084,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,2020,8000,11/1/2025,-,18,Available
EQ2085,Excavator,Technical Equipment,Inventory,-,-,-,2500000,911,8000,3/27/2025,4/9/2025,13,Available
EQ2086,Gloves Pack,Safety,On Rent,Katras Tunnel,23.81,86.44,5000,1879,100,11/30/2025,-,30,Available
EQ2087,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,926,5000,6/22/2025,6/28/2025,6,Available
EQ2088,Bulldozer,Transportation,Inventory,-,-,-,3500000,1576,8000,1/11/2025,1/26/2025,15,Available
EQ2089,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,283,1500,3/11/2025,-,19,Available
EQ2090,Harness Set,Safety,In Maintenance,-,-,-,15000,257,300,8/16/2025,-,13,Under Repair
EQ2091,Road Roller,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3000000,703,7000,7/24/2025,-,29,Available
EQ2092,Safety Jacket,Safety,On Rent,Barwadda Expansion,23.835,86.455,6000,1187,120,7/8/2025,-,13,Available
EQ2093,Dump Truck,Transportation,On Rent,Kusunda Overpass,23.74,86.42,4500000,1966,9500,3/10/2025,-,16,Available
EQ2094,Safety Net,Safety,On Rent,Saraidhela Bridge,23.795,86.425,20000,1649,250,10/18/2025,-,20,Available
EQ2095,Compressor,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,600000,1517,1800,7/30/2025,-,23,Available
EQ2096,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1559,8000,9/6/2025,-,6,Under Repair
EQ2097,Harness Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,15000,1563,300,5/15/2025,-,29,Available
EQ2098,Dump Truck,Transportation,On Rent,-,-,-,4500000,795,9500,5/9/2025,-,25,Available
EQ2099,Crane,Transportation,On Rent,-,-,-,2000000,1708,6500,5/4/2025,-,29,Available
EQ2100,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,1865,5000,3/23/2025,3/31/2025,8,Available
EQ2101,Road Roller,Transportation,In Maintenance,-,-,-,3000000,267,7000,2/14/2025,-,15,Under Repair
EQ2102,Harness Set,Safety,In Maintenance,-,-,-,15000,552,300,7/28/2025,-,3,Under Repair
EQ2103,Dump Truck,Transportation,On Rent,Kusunda Overpass,23.74,86.42,4500000,792,9500,7/3/2025,-,14,Available
EQ2104,Compressor,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,600000,1834,1800,10/20/2025,-,8,Available
EQ2105,Gloves Pack,Safety,In Maintenance,-,-,-,5000,1725,100,2/28/2025,-,3,Under Repair
EQ2106,Safety Net,Safety,On Rent,Saraidhela Bridge,23.795,86.425,20000,181,250,11/11/2025,-,8,Available
EQ2107,Safety Helmet Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,8000,651,150,10/19/2025,-,21,Available
EQ2108,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,1494,1500,5/27/2025,-,7,Under Repair
EQ2109,Safety Jacket,Safety,On Rent,Kusunda Overpass,23.74,86.42,6000,981,120,1/28/2025,-,20,Available
EQ2110,Loader,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,1500000,1536,5000,4/27/2025,-,12,Available
EQ2111,Gloves Pack,Safety,On Rent,Barwadda Expansion,23.835,86.455,5000,283,100,2/28/2025,-,19,Available
EQ2112,Safety Helmet Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,8000,522,150,8/1/2025,-,10,Available
EQ2113,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,1936,1500,9/14/2025,-,6,Under Repair
EQ2114,Compressor,Technical Equipment,Inventory,-,-,-,600000,839,1800,3/28/2025,4/1/2025,4,Available
EQ2115,Excavator,Technical Equipment,Inventory,-,-,-,2500000,198,8000,8/19/2025,8/24/2025,5,Available
EQ2116,Loader,Transportation,Inventory,-,-,-,1500000,359,5000,6/23/2025,7/6/2025,13,Available
EQ2117,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1399,1500,6/17/2025,6/20/2025,3,Available
EQ2118,Dump Truck,Transportation,Inventory,-,-,-,4500000,242,9500,10/13/2025,10/16/2025,3,Available
EQ2119,Safety Net,Safety,Inventory,-,-,-,20000,1525,250,10/15/2025,10/30/2025,15,Available
EQ2120,Safety Helmet Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,8000,1715,150,5/17/2025,-,28,Available
EQ2121,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1930,8000,11/28/2025,-,8,Under Repair
EQ2122,Loader,Transportation,On Rent,Barwadda Expansion,23.835,86.455,1500000,1684,5000,11/29/2025,-,22,Available
EQ2123,Safety Jacket,Safety,In Maintenance,-,-,-,6000,1577,120,10/1/2025,-,6,Under Repair
EQ2124,Safety Net,Safety,On Rent,Katras Tunnel,23.81,86.44,20000,1020,250,6/6/2025,-,26,Available
EQ2125,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,1409,5000,6/27/2025,7/10/2025,13,Available
EQ2126,Crane,Transportation,On Rent,Katras Tunnel,23.81,86.44,2000000,1930,6500,5/29/2025,-,25,Available
EQ2127,Gloves Pack,Safety,On Rent,Barwadda Expansion,23.835,86.455,5000,701,100,7/31/2025,-,23,Available
EQ2128,Crane,Transportation,Inventory,-,-,-,2000000,1899,6500,7/25/2025,7/27/2025,2,Available
EQ2129,Harness Set,Safety,In Maintenance,-,-,-,15000,819,300,3/29/2025,-,10,Under Repair
EQ2130,Compressor,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,600000,1734,1800,11/28/2025,-,30,Available
EQ2131,Gloves Pack,Safety,On Rent,Barwadda Expansion,23.835,86.455,5000,493,100,3/23/2025,-,14,Available
EQ2132,Dump Truck,Transportation,On Rent,Govindpur Road Project,23.78,86.5,4500000,1833,9500,9/10/2025,-,5,Available
